"","age","attrition_yes","business_travel_travel_frequently","business_travel_travel_rarely","daily_rate","department_research_development","department_sales","distance_from_home","education","education_field_life_sciences","education_field_marketing","education_field_medical","education_field_other","education_field_technical_degree","environment_satisfaction","gender_male","hourly_rate","job_involvement","job_level","job_role_human_resources","job_role_laboratory_technician","job_role_manager","job_role_manufacturing_director","job_role_research_director","job_role_research_scientist","job_role_sales_executive","job_role_sales_representative","job_satisfaction","marital_status_married","marital_status_single","monthly_income","monthly_rate","num_companies_worked","over_time_yes","percent_salary_hike","performance_rating","relationship_satisfaction","stock_option_level","total_working_years","training_times_last_year","work_life_balance","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager"
"1",0.547619047619048,1,0,1,0.715819613457409,0,1,0,0.25,1,0,0,0,0,0.333333333333333,0,0.914285714285714,0.666666666666667,0.25,0,0,0,0,0,0,1,0,1,0,1,0.26245392311743,0.698052599879542,0.888888888888889,1,0,0,0,0,0.2,0,0,0.15,0.222222222222222,0,0.294117647058824
"2",0.738095238095238,0,1,0,0.126700071581961,1,0,0.25,0,1,0,0,0,0,0.666666666666667,1,0.442857142857143,0.333333333333333,0.25,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0.217008952080042,0.916000803051596,0.111111111111111,0,0.857142857142857,1,1,0.333333333333333,0.25,0.5,0.666666666666667,0.25,0.388888888888889,0.0666666666666667,0.411764705882353
"3",0.452380952380952,1,0,1,0.909806728704367,1,0,0.0357142857142857,0.25,0,0,0,1,0,1,1,0.885714285714286,0.333333333333333,0,0,1,0,0,0,0,0,0,0.666666666666667,0,1,0.0569246972090574,0.0121260791005822,0.666666666666667,1,0.285714285714286,0,0.333333333333333,0,0.175,0.5,0.666666666666667,0,0,0,0
"4",0.357142857142857,0,1,0,0.923407301360057,1,0,0.0714285714285714,0.75,1,0,0,0,0,1,0,0.371428571428571,0.666666666666667,0,0,0,0,0,0,1,0,0,0.666666666666667,1,0,0.100052659294365,0.845814093555511,0.111111111111111,1,0,0,0.666666666666667,0,0.2,0.5,0.666666666666667,0.2,0.388888888888889,0.2,0
"5",0.214285714285714,0,0,1,0.350035790980673,1,0,0.0357142857142857,0,0,0,1,0,0,0,1,0.142857142857143,0.666666666666667,0,0,1,0,0,0,0,0,0,0.333333333333333,1,0,0.129489204844655,0.583738205179683,1,0,0.0714285714285714,0,1,0.333333333333333,0.15,0.5,0.666666666666667,0.05,0.111111111111111,0.133333333333333,0.117647058823529
"6",0.333333333333333,0,1,0,0.64638511095204,1,0,0.0357142857142857,0.25,1,0,0,0,0,1,1,0.7,0.666666666666667,0,0,1,0,0,0,0,0,0,1,0,1,0.108425487098473,0.392290704677776,0,0,0.142857142857143,0,0.666666666666667,0,0.2,0.333333333333333,0.333333333333333,0.175,0.388888888888889,0.2,0.352941176470588
"7",0.976190476190476,0,0,1,0.874731567644954,1,0,0.0714285714285714,0.5,0,0,1,0,0,0.666666666666667,0,0.728571428571429,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0874670879410216,0.316000803051596,0.444444444444444,1,0.642857142857143,1,0,1,0.3,0.5,0.333333333333333,0.025,0,0,0
"8",0.285714285714286,0,0,1,0.899069434502505,1,0,0.821428571428571,0,1,0,0,0,0,1,1,0.528571428571429,0.666666666666667,0,0,1,0,0,0,0,0,0,0.666666666666667,0,0,0.0886782517114271,0.45135514956836,0.111111111111111,0,0.785714285714286,1,0.333333333333333,0.333333333333333,0.025,0.333333333333333,0.666666666666667,0.025,0,0,0
"9",0.476190476190476,0,1,0,0.0816034359341446,1,0,0.785714285714286,0.5,1,0,0,0,0,1,1,0.2,0.333333333333333,0.5,0,0,0,1,0,0,0,0,0.666666666666667,0,1,0.448499210110585,0.268741216623168,0,0,0.714285714285714,1,0.333333333333333,0,0.25,0.333333333333333,0.666666666666667,0.225,0.388888888888889,0.0666666666666667,0.470588235294118
"10",0.428571428571429,0,0,1,0.856836077308518,1,0,0.928571428571429,0.5,0,0,1,0,0,0.666666666666667,1,0.914285714285714,0.666666666666667,0.25,0,0,0,0,0,0,0,0,0.666666666666667,1,0,0.222643496577146,0.581529813290504,0.666666666666667,0,0.142857142857143,0,0.333333333333333,0.666666666666667,0.425,0.5,0.333333333333333,0.175,0.388888888888889,0.466666666666667,0.411764705882353
"11",0.404761904761905,0,0,1,0.506084466714388,1,0,0.535714285714286,0.5,0,0,1,0,0,0,1,0.771428571428571,1,0,0,1,0,0,0,0,0,0,0.333333333333333,1,0,0.0746182201158505,0.577594860469785,0,0,0.142857142857143,0,0.666666666666667,0.333333333333333,0.15,0.833333333333333,0.666666666666667,0.125,0.222222222222222,0,0.176470588235294
"12",0.261904761904762,0,0,1,0.0365068002863278,1,0,0.5,0.25,1,0,0,0,0,1,0,0.271428571428571,0.333333333333333,0.25,0,1,0,0,0,0,0,0,0.666666666666667,0,1,0.16766719325961,0.425135514956836,0,1,0.0714285714285714,0,1,0,0.25,0.5,0.666666666666667,0.225,0.277777777777778,0,0.470588235294118
"13",0.30952380952381,0,0,1,0.406585540443808,1,0,0.892857142857143,0,1,0,0,0,0,0,1,0.0142857142857143,0.666666666666667,0,0,0,0,0,0,1,0,0,0.666666666666667,0,0,0.100157977883096,0.525035133507328,0.111111111111111,0,0.428571428571429,0,1,0.333333333333333,0.125,0.166666666666667,0.333333333333333,0.125,0.111111111111111,0.266666666666667,0.176470588235294
"14",0.380952380952381,0,0,1,0.890479599141016,1,0,0.642857142857143,0.25,0,0,1,0,0,0.333333333333333,1,0.9,0.666666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0.0869931542917325,0.267576791808874,0,0,0,0,0.666666666666667,0.333333333333333,0.075,0.333333333333333,0.666666666666667,0.05,0.111111111111111,0.0666666666666667,0.117647058823529
"15",0.238095238095238,1,0,1,0.000715819613457409,1,0,0.821428571428571,0.5,1,0,0,0,0,0.666666666666667,1,0.285714285714286,0.333333333333333,0,0,1,0,0,0,0,0,0,0.666666666666667,0,1,0.0536598209583992,0.435775948604698,0.555555555555556,1,0.214285714285714,0,0.333333333333333,0,0.15,0.666666666666667,0.666666666666667,0.1,0.111111111111111,0,0.176470588235294
"16",0.261904761904762,0,0,1,0.921259842519685,1,0,0.714285714285714,0.75,1,0,0,0,0,0.333333333333333,0,0.3,1,0.5,0,0,0,1,0,0,0,0,0,0,0,0.472406529752501,0.325276048986147,0.111111111111111,0,0,0,0.666666666666667,0.333333333333333,0.25,0.166666666666667,0.666666666666667,0.25,0.5,0.533333333333333,0.470588235294118
"17",0.333333333333333,0,0,1,0.166070150322119,1,0,0.142857142857143,0.25,1,0,0,0,0,0,1,0.714285714285714,1,0,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0.120537124802528,0.520337281670347,0,1,0.0714285714285714,0,1,0.666666666666667,0.175,0.833333333333333,0.333333333333333,0.15,0.111111111111111,0,0.294117647058824
"18",0.0952380952380952,0,0,0,0.730851825340014,1,0,0.535714285714286,0.25,0,0,1,0,0,1,1,0.942857142857143,1,0,0,1,0,0,0,0,0,0,1,0,0,0.101421800947867,0.20999799237101,0.111111111111111,1,0.142857142857143,0,0.333333333333333,0.666666666666667,0.025,0.333333333333333,0.333333333333333,0.025,0,0,0
"19",0.833333333333333,0,0,1,0.799570508231926,0,1,0.0357142857142857,0.75,1,0,0,0,0,0,0,0.685714285714286,0.333333333333333,0.75,0,0,1,0,0,0,0,0,1,1,0,0.759241706161137,0.80012045773941,0.222222222222222,0,0.357142857142857,0,0.666666666666667,0,0.775,0.5,0.666666666666667,0.625,0.444444444444444,0.2,0.411764705882353
"20",0.476190476190476,0,0,1,0.192555476020043,1,0,0.0357142857142857,0.5,1,0,0,0,0,1,1,0.214285714285714,0.666666666666667,0,0,0,0,0,0,1,0,0,1,0,1,0.154555028962612,0.0888175065247942,0.555555555555556,1,0,0,0.666666666666667,0,0.15,0.5,0.666666666666667,0.075,0.111111111111111,0.0666666666666667,0.117647058823529
"21",0.142857142857143,0,0,0,0.40873299928418,1,0,0.357142857142857,0.25,0,0,0,1,0,0,0,0.942857142857143,1,0.25,0,0,0,1,0,0,0,0,0.666666666666667,0,0,0.158083201685097,0.246456534832363,0,0,0.5,0,1,0.333333333333333,0.125,0.833333333333333,0.333333333333333,0.1,0.111111111111111,0.0666666666666667,0.176470588235294
"22",0.428571428571429,1,0,1,0.798854688618468,0,1,0.285714285714286,0.75,1,0,0,0,0,0.666666666666667,1,0.742857142857143,0.333333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0.126276987888362,0.196426420397511,0.777777777777778,0,0.857142857142857,1,0.333333333333333,0,0.25,0.666666666666667,0.666666666666667,0.125,0.166666666666667,0,0.176470588235294
"23",0.380952380952381,0,0,1,0.226914817465999,1,0,0.214285714285714,0.75,1,0,0,0,0,0,0,0.328571428571429,0.666666666666667,0.5,0,0,0,0,1,0,0,0,0.333333333333333,0,1,0.578462348604529,0.770889379642642,0,0,0,0,0.666666666666667,0,0.325,0.666666666666667,0.666666666666667,0.3,0.333333333333333,0.133333333333333,0.647058823529412
"24",0.0714285714285714,0,0,1,0.206871868289191,1,0,0.5,0.25,1,0,0,0,0,0.666666666666667,1,0.942857142857143,0.666666666666667,0,0,0,0,0,0,1,0,0,1,0,1,0.0117430226434966,0.690102389078498,0.111111111111111,0,0.214285714285714,0,1,0,0,1,0.666666666666667,0,0,0,0
"25",0.380952380952381,1,0,1,0.427344309234073,1,0,0.178571428571429,0,0,0,1,0,0,0.333333333333333,1,0.757142857142857,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,1,0.102738283307004,0.602609917687211,0.222222222222222,0,0,0,0.666666666666667,0,0.2,0.333333333333333,0.666666666666667,0.1,0.111111111111111,0.0666666666666667,0.176470588235294
"26",0.833333333333333,0,0,1,0.844667143879742,1,0,0.142857142857143,0.5,0,0,0,1,0,0.666666666666667,0,0.4,0.666666666666667,1,0,0,1,0,0,0,0,0,0.666666666666667,0,0,0.952343338599263,0.346958442079904,0.444444444444444,0,0,0,1,0.333333333333333,0.65,0.5,0.333333333333333,0.35,0.722222222222222,0.266666666666667,0.470588235294118
"27",0.333333333333333,1,1,0,0.732283464566929,1,0,0.535714285714286,0,1,0,0,0,0,0.333333333333333,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.153238546603476,0.103874723951014,0.111111111111111,1,0.785714285714286,1,0.333333333333333,0,0.25,0.833333333333333,0.666666666666667,0.25,0.111111111111111,0.4,0.411764705882353
"28",0.571428571428571,0,0,1,0.421617752326414,0,1,0.25,0.75,0,1,0,0,0,0.666666666666667,1,0.257142857142857,0.666666666666667,0.25,0,0,0,0,0,0,1,0,0.333333333333333,1,0,0.306266456029489,0.766071070066252,0,0,0,0,1,0.333333333333333,0.25,0.333333333333333,0.666666666666667,0.225,0.388888888888889,0.266666666666667,0.117647058823529
"29",0.619047619047619,0,0,1,0.268432355046528,1,0,0.214285714285714,0.75,0,0,1,0,0,0,0,0.171428571428571,0.333333333333333,0.5,0,0,0,0,0,0,0,0,1,1,0,0.486519220642443,0,0.333333333333333,0,0.214285714285714,0,1,0.333333333333333,0.6,0.666666666666667,0.666666666666667,0.55,0.333333333333333,0.333333333333333,1
"30",0.666666666666667,0,0,1,0.431639226914817,0,1,0.0357142857142857,0.75,0,1,0,0,0,0.333333333333333,0,0.757142857142857,0.666666666666667,1,0,0,1,0,0,0,0,0,0,0,1,0.944602422327541,0.832282674161815,0.333333333333333,0,0.0714285714285714,0,1,0,0.55,0.333333333333333,0.333333333333333,0.05,0.111111111111111,0.133333333333333,0.0588235294117647
"31",0.357142857142857,0,0,1,0.58840372226199,1,0,0.0357142857142857,0.5,0,0,1,0,0,0.666666666666667,1,0.685714285714286,0.666666666666667,0,0,1,0,0,0,0,0,0,1,0,1,0.0783043707214323,0.183738205179683,0.444444444444444,0,0,0,1,0,0.175,0.5,0.666666666666667,0.025,0.0555555555555556,0,0
"32",0.619047619047619,0,0,1,0.971367215461704,1,0,0.321428571428571,0.75,0,0,0,1,0,1,1,0.157142857142857,0.666666666666667,0.25,0,0,0,0,0,0,0,0,1,1,0,0.287309110057925,0.683677976309978,0.222222222222222,1,0.142857142857143,0,1,0,0.225,0.833333333333333,1,0.1,0.111111111111111,0.0666666666666667,0.176470588235294
"33",0.285714285714286,0,0,1,0.0164638511095204,1,0,0.285714285714286,0.25,0,0,1,0,0,1,1,0.757142857142857,0.333333333333333,0,0,1,0,0,0,0,0,0,0.666666666666667,0,1,0.0630331753554502,0.563059626581008,0.111111111111111,0,0.142857142857143,0,0,0,0.25,0.833333333333333,0.666666666666667,0.25,0,0.0666666666666667,0.470588235294118
"34",0.5,1,0,1,0.567644953471725,0,1,0.142857142857143,0.5,0,0,0,0,1,1,1,0.371428571428571,0.666666666666667,0.25,0,0,0,0,0,0,0,1,1,1,0,0.0567140600315956,0.0498293515358362,0.333333333333333,0,0.214285714285714,0,0.666666666666667,0.333333333333333,0.475,1,1,0.025,0,0,0
"35",0.142857142857143,1,0,1,0.508947745168218,1,0,0,0.5,0,0,1,0,0,0.333333333333333,1,0.442857142857143,0.666666666666667,0,0,0,0,0,0,1,0,0,1,1,0,0.0676145339652449,0.0371812888978117,0.222222222222222,1,0.357142857142857,0,0,0.333333333333333,0.15,0.333333333333333,0.333333333333333,0.05,0,0.133333333333333,0
"36",0.595238095238095,0,0,1,0.838224767358626,1,0,0.0357142857142857,0.25,0,0,1,0,0,1,0,0.6,1,0,0,0,0,0,0,1,0,0,0.666666666666667,0,0,0.0861506055818852,0.796185504918691,0.111111111111111,0,0.0714285714285714,0,1,0.666666666666667,0.15,0.5,0.333333333333333,0.125,0.166666666666667,0.0666666666666667,0.235294117647059
"37",0.761904761904762,1,0,1,0.549033643521832,0,1,0.0714285714285714,0.25,0,1,0,0,0,0,1,0.8,0.333333333333333,0,0,0,0,0,0,0,0,1,0.666666666666667,1,0,0.0881516587677725,0.068901826942381,0.111111111111111,1,0.214285714285714,0,0.666666666666667,0,0.075,0.333333333333333,0.666666666666667,0.075,0.111111111111111,0,0.117647058823529
"38",0.404761904761905,0,0,1,0.564065855404438,0,1,0.0357142857142857,0.5,0,1,0,0,0,1,0,0.957142857142857,0.666666666666667,0,0,0,0,0,0,0,0,1,1,1,0,0.0529225908372828,0.304878538446095,0.111111111111111,0,0.142857142857143,0,0,0,0.05,0.5,0.666666666666667,0.05,0.111111111111111,0.133333333333333,0.117647058823529
"39",0.428571428571429,0,0,1,0.536864710093057,1,0,0.142857142857143,0.75,1,0,0,0,0,0.333333333333333,0,0.742857142857143,0.333333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0.126908899420748,0.440795021080104,1,1,0.214285714285714,0,1,0.333333333333333,0.15,0.5,1,0.025,0.0555555555555556,0,0
"40",0.357142857142857,0,1,0,0.743736578382248,0,1,0,0.5,1,0,0,0,0,0.666666666666667,0,0.171428571428571,1,0.25,0,0,0,0,0,0,1,0,0,1,0,0.229963138493944,0.0441276852037743,0.222222222222222,0,0.571428571428571,0,0,0.666666666666667,0.25,0.5,0.666666666666667,0.125,0.166666666666667,0.0666666666666667,0.176470588235294
"41",0.404761904761905,0,0,1,0.259126700071582,1,0,0.107142857142857,0.25,0,0,0,1,0,0.666666666666667,1,0.642857142857143,0.666666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0.0496050552922591,0.353985143545473,0.111111111111111,0,0.0714285714285714,0,0.666666666666667,0.333333333333333,0.025,0.5,0.666666666666667,0.025,0,0,0
"42",0.214285714285714,0,0,1,0.814602720114531,1,0,0.0357142857142857,0.75,1,0,0,0,0,1,0,0.0428571428571429,0.666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0.0701421800947867,0.70752860871311,0.111111111111111,0,0.142857142857143,0,1,0.333333333333333,0.025,1,0.666666666666667,0.025,0,0,0
"43",0.19047619047619,1,0,1,0.898353614889048,1,0,0.857142857142857,0.5,1,0,0,0,0,0,1,0.257142857142857,0,0,0,1,0,0,0,0,0,0,0.666666666666667,0,1,0.0676145339652449,0.339851435454728,0.111111111111111,0,0.0714285714285714,0,0.666666666666667,0,0.025,0.333333333333333,0.333333333333333,0.025,0,0,0.0588235294117647
"44",0.214285714285714,0,1,0,0.638511095204009,0,1,0.25,0.5,1,0,0,0,0,1,1,0.1,0.666666666666667,0.5,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0.40637177461822,0.0353744228066653,0.111111111111111,0,0.285714285714286,0,1,0,0.225,0,0.666666666666667,0.225,0.444444444444444,0.0666666666666667,0.411764705882353
"45",0.285714285714286,0,1,0,0.443092340730136,1,0,0,0.25,0,0,1,0,0,0.666666666666667,0,0.4,0.666666666666667,0.25,0,1,0,0,0,0,0,0,1,0,1,0.158083201685097,0.348805460750853,0.111111111111111,0,0.857142857142857,1,1,0,0.3,0.333333333333333,0.666666666666667,0.3,0.444444444444444,0.2,0.411764705882353
"46",0.547619047619048,1,0,1,0.90050107372942,1,0,0.392857142857143,0.5,0,0,0,0,1,0.333333333333333,0,0.271428571428571,0.666666666666667,1,0,0,0,0,1,0,0,0,0.666666666666667,1,0,0.976092680358083,0.569604497088938,0.111111111111111,0,0.0714285714285714,0,1,0,0.575,0,0.666666666666667,0.55,0.833333333333333,1,0.470588235294118
"47",0.380952380952381,0,0,0,0.689334287759485,0,1,0.785714285714286,0.75,0,1,0,0,0,0.333333333333333,1,0.6,0.666666666666667,0.25,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0.187414428646656,0.318811483637824,0,0,0.642857142857143,1,0.666666666666667,0,0.25,0.333333333333333,0.666666666666667,0.225,0.277777777777778,0.533333333333333,0.411764705882353
"48",0.452380952380952,0,0,1,0.219040801717967,1,0,0.642857142857143,0.25,1,0,0,0,0,0.333333333333333,1,0.614285714285714,0.666666666666667,0,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0.106003159557662,0.326560931539851,0.444444444444444,0,0.714285714285714,1,0,0,0.2,0.166666666666667,0.666666666666667,0.025,0,0,0
